id	geneSymbol	geneCoordinate
ENSG00000087502	ERGIC2	chr12:29490085-29534322
ENSG00000088038	CNOT3	chr19:54641244-54659619
ENSG00000088205	DDX18	chr2:118572026-118590155
ENSG00000088538	DOCK3	chr3:50712472-51421829
ENSG00000088727	KIF9	chr3:47269316-47325141
ENSG00000088826	SMOX	chr20:4101427-4168594
ENSG00000088930	XRN2	chr20:21283742-21370663
ENSG00000088986	DYNLL1	chr12:120907453-120936496
ENSG00000089006	SNX5	chr20:17922041-17949823
ENSG00000089009	RPL6	chr12:112842794-112856842
ENSG00000089057	SLC23A2	chr20:4832802-4991139
ENSG00000089094	KDM2B	chr12:121866700-122019120
ENSG00000089157	RPLP0	chr12:120634289-120639238
ENSG00000089159	PXN	chr12:120648050-120703774
ENSG00000089220	PEBP1	chr12:118573463-118583589
ENSG00000089248	ERP29	chr12:112450920-112461455
ENSG00000089486	CDIP1	chr16:4560476-4589029
ENSG00000089723	OTUB2	chr14:94492475-94515476
ENSG00000089737	DDX24	chr14:94517066-94547791
ENSG00000089775	ZBTB25	chr14:64915624-64972131
ENSG00000089876	DHX32	chr10:127524706-127585205
ENSG00000090061	CCNK	chr14:99947306-100001581
ENSG00000090104	RGS1	chr1:192544657-192549361
ENSG00000090273	NUDC	chr1:27226529-27273553
ENSG00000090520	DNAJB11	chr3:186284992-186315261
ENSG00000090565	RAB11FIP3	chr16:475419-573211
ENSG00000090615	GOLGA3	chr12:133345295-133405644
ENSG00000090621	PABPC4	chr1:40026288-40042662
ENSG00000090686	USP48	chr1:22004591-22110299
ENSG00000090863	GLG1	chr16:74485656-74641212
ENSG00000090975	PITPNM2	chr12:123467827-123634762
ENSG00000091009	RBM27	chr5:145582913-145719014
ENSG00000091039	OSBPL8	chr12:76745377-76953789
ENSG00000091106	NLRC4	chr2:32449322-32491123
ENSG00000091136	LAMB1	chr7:107564044-107643900
ENSG00000091137	SLC26A4	chr7:107300880-107358454
ENSG00000091164	TXNL1	chr18:54264239-54319031
ENSG00000091262	ABCC6	chr16:16242585-16317579
ENSG00000091317	CMTM6	chr3:32522604-32545100
ENSG00000091409	ITGA6	chr2:173291882-173371381
ENSG00000091436	MLTK	chr2:173939963-174132938
ENSG00000091513	TF	chr3:133464600-133498050
ENSG00000091527	CDV3	chr3:133292374-133309305
ENSG00000091536	MYO15A	chr17:18011820-18083316
ENSG00000091622	PITPNM3	chr17:6354384-6460014
ENSG00000091831	ESR1	chr6:151977626-152450954
ENSG00000091844	RGS17	chr6:153325394-153452584
ENSG00000091879	ANGPT2	chr8:6356972-6421130
ENSG00000091986	CCDC80	chr3:112323207-112368577
ENSG00000092010	PSME1	chr14:24605167-24608376
ENSG00000092020	PPP2R3C	chr14:35554473-35591923
ENSG00000092068	SLC7A8	chr14:23594304-23653083
ENSG00000092148	HECTD1	chr14:31569118-31677210
ENSG00000092199	HNRNPC	chr14:21677095-21737853
ENSG00000092201	SUPT16H	chr14:21819431-21852625
ENSG00000092203	TOX4	chr14:21944556-21967519
ENSG00000092330	TINF2	chr14:24708649-24712080
ENSG00000092421	SEMA6A	chr5:115779112-115910830
ENSG00000092439	TRPM7	chr15:50844470-50979212
ENSG00000092531	SNAP23	chr15:42783231-42837747
ENSG00000092820	EZR	chr6:159186573-159240644
ENSG00000092841	MYL6	chr12:56551745-56557480
ENSG00000092871	RFFL	chr17:33332809-33416538
ENSG00000092931	MFSD11	chr17:74731747-74777731
ENSG00000093000	NUP50	chr22:45559522-45584096
ENSG00000093010	COMT	chr22:19928930-19957698
ENSG00000093144	ECHDC1	chr6:127609655-127664954
ENSG00000093167	LRRFIP2	chr3:37093917-37225380
ENSG00000094916	CBX5	chr12:54624524-54674086
ENSG00000094963	FMO2	chr1:171154147-171182022
ENSG00000095139	ARCN1	chr11:118442905-118473948
ENSG00000095319	NUP188	chr9:131709778-131769575
ENSG00000095380	NANS	chr9:100818821-100845557
ENSG00000095539	SEMA4G	chr10:102729075-102745828
ENSG00000095574	IKZF5	chr10:124750122-124768533
ENSG00000095637	SORBS1	chr10:97071328-97321371
ENSG00000095787	WAC	chr10:28821222-28912241
ENSG00000096060	FKBP5	chr6:35541162-35696560
ENSG00000096384	HSP90AB1	chr6:44214624-44221820
ENSG00000096746	HNRNPH3	chr10:70090731-70103148
ENSG00000097033	SH3GLB1	chr1:87170059-87214067
ENSG00000099194	SCD	chr10:102106681-102124791
ENSG00000099204	ABLIM1	chr10:116190672-116444962
ENSG00000099219	ERMP1	chr9:5764876-5833317
ENSG00000099246	RAB18	chr10:27792997-27831343
ENSG00000099250	NRP1	chr10:33466220-33625390
ENSG00000099260	PALMD	chr1:100111299-100160297
ENSG00000099326	MZF1	chr19:59073098-59085142
ENSG00000099381	SETD1A	chr16:30968415-30996637
ENSG00000099385	BCL7C	chr16:30844747-30906481
ENSG00000099622	CIRBP	chr19:1259184-1275079
ENSG00000099769	IGFALS	chr16:1840214-1845172
ENSG00000099783	HNRNPM	chr19:8509451-8554198
ENSG00000099797	TECR	chr19:14627697-14676992
ENSG00000099834	CDHR5	chr11:616365-626278
ENSG00000099860	GADD45B	chr19:2475920-2478457
ENSG00000099864	PALM	chr19:708753-748529
ENSG00000099901	RANBP1	chr22:20103261-20115078
ENSG00000099904	ZDHHC8	chr22:20116779-20135730
ENSG00000099937	SERPIND1	chr22:21127967-21142208
ENSG00000099949	LZTR1	chr22:21333551-21353527
ENSG00000099958	DERL3	chr22:24176490-24181515
ENSG00000099968	BCL2L13	chr22:18111421-18213588
ENSG00000099974	DDTL	chr22:24308889-24314921
ENSG00000099995	SF3A1	chr22:30727777-30753136
ENSG00000099998	GGT5	chr22:24615422-24641310
ENSG00000100003	SEC14L2	chr22:30792646-30821505
ENSG00000100033	PRODH	chr22:18900094-18924266
ENSG00000100075	SLC25A1	chr22:19162895-19166543
ENSG00000100083	GGA1	chr22:38004281-38029771
ENSG00000100100	PIK3IP1	chr22:31677379-31688720
ENSG00000100104	SRRD	chr22:26879643-26890824
ENSG00000100106	TRIOBP	chr22:38092811-38172763
ENSG00000100109	TFIP11	chr22:26886991-26908671
ENSG00000100142	POLR2F	chr22:38348414-38438122
ENSG00000100146	SOX10	chr22:38366493-38383629
ENSG00000100151	PICK1	chr22:38452118-38471908
ENSG00000100154	TTC28	chr22:28373804-29076053
ENSG00000100156	SLC16A8	chr22:38473941-38480300
ENSG00000100196	KDELR3	chr22:38863867-38879652
ENSG00000100197	CYP2D6	chr22:42522301-42527108
ENSG00000100201	DDX17	chr22:38879245-38903865
ENSG00000100211	CBY1	chr22:39052441-39070059
ENSG00000100219	XBP1	chr22:29190343-29196785
ENSG00000100221	JOSD1	chr22:39081348-39097761
ENSG00000100225	FBXO7	chr22:32870463-32895018
ENSG00000100226	GTPBP1	chr22:39101528-39134504
ENSG00000100234	TIMP3	chr22:33197487-33259230
ENSG00000100239	PPP6R2	chr22:50781533-50883714
ENSG00000100241	SBF1	chr22:50883229-50913654
ENSG00000100242	SUN2	chr22:39130530-39190348
ENSG00000100266	PACSIN2	chr22:43231218-43411351
ENSG00000100285	NEFH	chr22:29876019-29887579
ENSG00000100307	CBX7	chr22:39515972-39548879
ENSG00000100316	RPL3	chr22:39708687-39716594
ENSG00000100325	ASCC2	chr22:30184397-30234471
ENSG00000100330	MTMR3	chr22:30278944-30427055
ENSG00000100345	MYH9	chr22:36677127-36784263
ENSG00000100353	EIF3D	chr22:36906697-36925683
ENSG00000100354	TNRC6B	chr22:40440621-40732012
ENSG00000100359	SGSM3	chr22:40766395-40806493
ENSG00000100380	ST13	chr22:41220339-41253226
ENSG00000100393	EP300	chr22:41487590-41576281
ENSG00000100395	L3MBTL2	chr22:41601009-41627475
ENSG00000100401	RANGAP1	chr22:41641415-41682455
ENSG00000100413	POLR3H	chr22:41921608-41940810
ENSG00000100417	PMM1	chr22:41972698-41986094
ENSG00000100426	ZBED4	chr22:50247290-50283926
ENSG00000100429	HDAC10	chr22:50683412-50690034
ENSG00000100441	KHNYN	chr14:24898292-24910740
ENSG00000100445	SDR39U1	chr14:24908772-24912311
ENSG00000100490	CDKL1	chr14:50796110-50883379
ENSG00000100503	NIN	chr14:51186281-51298039
ENSG00000100504	PYGL	chr14:51324409-51411654
ENSG00000100522	GNPNAT1	chr14:53241712-53258586
ENSG00000100554	ATP6V1D	chr14:67760888-67827182
ENSG00000100567	PSMA3	chr14:58711349-58738930
ENSG00000100568	VTI1B	chr14:68113592-68141748
ENSG00000100575	TIMM9	chr14:58875012-58894532
ENSG00000100580	TMED8	chr14:77801164-77843652
ENSG00000100592	DAAM1	chr14:59655164-59838323
ENSG00000100599	RIN3	chr14:92979918-93155539
ENSG00000100603	SNW1	chr14:78183742-78227750
ENSG00000100612	DHRS7	chr14:60610638-60636774
ENSG00000100614	PPM1A	chr14:60712270-60766005
ENSG00000100644	HIF1A	chr14:62162031-62215176
ENSG00000100650	SRSF5	chr14:70193417-70238922
ENSG00000100652	SLC10A1	chr14:70241934-70264206
ENSG00000100664	EIF5	chr14:103799681-103811562
ENSG00000100697	DICER1	chr14:95552365-95624547
ENSG00000100711	ZFYVE21	chr14:104181867-104200205
ENSG00000100714	MTHFD1	chr14:64854549-64926922
ENSG00000100722	ZC3H14	chr14:89029053-89080053
ENSG00000100731	PCNX	chr14:71373922-71582299
ENSG00000100764	PSMC1	chr14:90722639-90739168
ENSG00000100767	PAPLN	chr14:73704005-73741548
ENSG00000100802	C14orf93	chr14:23455910-23479575
ENSG00000100811	YY1	chr14:100704435-100749329
ENSG00000100813	ACIN1	chr14:23527573-23565023
ENSG00000100815	TRIP11	chr14:92432135-92507440
ENSG00000100823	APEX1	chr14:20923150-20926127
ENSG00000100852	ARHGAP5	chr14:32545120-32629134
ENSG00000100883	SRP54	chr14:35450963-35498973
ENSG00000100888	CHD8	chr14:21853153-21924485
ENSG00000100890	KIAA0391	chr14:35590852-35743471
ENSG00000100906	NFKBIA	chr14:35870517-35874155
ENSG00000100918	REC8	chr14:24640862-24649663
ENSG00000100934	SEC23A	chr14:39500923-39579050
ENSG00000100938	GMPR2	chr14:24701428-24708648
ENSG00000100941	PNN	chr14:39644187-39652622
ENSG00000100994	PYGB	chr20:25228505-25278850
ENSG00000101098	RIMS4	chr20:43380249-43439179
ENSG00000101109	STK4	chr20:43594915-43708800
ENSG00000101126	ADNP	chr20:49505385-49548158
ENSG00000101144	BMP7	chr20:55743604-55841885
ENSG00000101158	NELFCD	chr20:57556063-57570388
ENSG00000101160	CTSZ	chr20:57570040-57582502
ENSG00000101187	SLCO4A1	chr20:61273597-61317337
ENSG00000101190	TCFL5	chr20:61472267-61493315
ENSG00000101191	DIDO1	chr20:61508890-61569504
ENSG00000101198	NKAIN4	chr20:61871936-61904246
ENSG00000101199	ARFGAP1	chr20:61903937-61921342
ENSG00000101213	PTK6	chr20:62159578-62168923
ENSG00000101236	RNF24	chr20:3907756-3996429
ENSG00000101265	RASSF2	chr20:4760469-4804491
ENSG00000101266	CSNK2A1	chr20:458916-524665
ENSG00000101290	CDS2	chr20:5107232-5178733
ENSG00000101342	TLDC2	chr20:35504324-35522838
ENSG00000101343	CRNKL1	chr20:20014812-20036890
ENSG00000101347	SAMHD1	chr20:35518432-35580446
ENSG00000101367	MAPRE1	chr20:31407499-31438411
ENSG00000101384	JAG1	chr20:10618132-10654894
ENSG00000101439	CST3	chr20:23608334-23619310
ENSG00000101473	ACOT8	chr20:44470160-44486245
ENSG00000101474	APMAP	chr20:24943361-24973815
ENSG00000101489	CELF4	chr18:34822810-35146200
ENSG00000101557	USP14	chr18:158183-214829
ENSG00000101558	VAPA	chr18:9913799-9960218
ENSG00000101577	LPIN2	chr18:2916792-3013513
ENSG00000101608	MYL12A	chr18:3247279-3256434
ENSG00000101670	LIPG	chr18:47086869-47119472
ENSG00000101745	ANKRD12	chr18:9136026-9286183
ENSG00000101752	MIB1	chr18:19284718-19451118
ENSG00000101849	TBL1X	chrX:9431135-9687980
ENSG00000101935	AMMECR1	chrX:109437214-109683661
ENSG00000101938	CHRDL1	chrX:109916884-110039486
ENSG00000101966	XIAP	chrX:122993374-123048029
ENSG00000101972	STAG2	chrX:123093862-123556714
ENSG00000102024	PLS3	chrX:114795301-114885381
ENSG00000102038	SMARCA1	chrX:128580280-128657677
ENSG00000102053	ZC3H12B	chrX:64708415-64727967
ENSG00000102081	FMR1	chrX:146993269-147032845
ENSG00000102103	PQBP1	chrX:48754995-48760620
ENSG00000102144	PGK1	chrX:77320485-77384993
ENSG00000102158	MAGT1	chrX:77081661-77151290
ENSG00000102189	EEA1	chr12:93164213-93323307
ENSG00000102241	HTATSF1	chrX:135579038-135594705
ENSG00000102265	TIMP1	chrX:47441512-47446388
ENSG00000102302	FGD1	chrX:54471687-54522799
ENSG00000102317	RBM3	chrX:48432637-48437654
ENSG00000102362	SYTL4	chrX:99929288-99987310
ENSG00000102401	ARMCX3	chrX:100877587-100883033
ENSG00000102409	BEX4	chrX:102469820-102472374
ENSG00000102466	FGF14	chr13:102371934-103054324
ENSG00000102531	FNDC3A	chr13:49549848-49784115
ENSG00000102572	STK24	chr13:99102255-99230394
ENSG00000102580	DNAJC3	chr13:96329193-96447443
ENSG00000102755	FLT1	chr13:28874289-29069465
ENSG00000102786	INTS6	chr13:51928013-52028600
ENSG00000102796	DHRS12	chr13:52341929-52378493
ENSG00000102804	TSC22D1	chr13:45007455-45151483
ENSG00000102805	CLN5	chr13:77564595-77576852
ENSG00000102858	MGRN1	chr16:4666294-4741175
ENSG00000102870	ZNF629	chr16:30789578-30798723
ENSG00000102878	HSF4	chr16:67197088-67204048
ENSG00000102908	NFAT5	chr16:69598797-69738769
ENSG00000102910	LONP2	chr16:48278007-48397233
ENSG00000102931	ARL2BP	chr16:57278810-57287716
ENSG00000102967	DHODH	chr16:72042287-72059154
ENSG00000102974	CTCF	chr16:67596110-67673286
ENSG00000103034	NDRG4	chr16:58496550-58547732
ENSG00000103035	PSMD7	chr16:74330473-74340386
ENSG00000103037	SETD6	chr16:58549183-58554631
ENSG00000103043	VAC14	chr16:70721142-70835264
ENSG00000103044	HAS3	chr16:69139267-69152822
ENSG00000103056	SMPD3	chr16:68392031-68482791
ENSG00000103061	SLC7A6OS	chr16:68318206-68345049
ENSG00000103064	SLC7A6	chr16:68298233-68335922
ENSG00000103067	ESRP2	chr16:68262814-68272205
ENSG00000103145	HCFC1R1	chr16:3072421-3074487
ENSG00000103148	NPRL3	chr16:134073-189059
ENSG00000103168	TAF1C	chr16:84211258-84220869
ENSG00000103175	WFDC1	chr16:84328052-84363650
ENSG00000103187	COTL1	chr16:84599000-84651883
ENSG00000103245	NARFL	chr16:779553-791529
ENSG00000103253	HAGHL	chr16:776736-785725
ENSG00000103254	FAM173A	chr16:770381-772801
ENSG00000103257	SLC7A5	chr16:87863429-87903294
ENSG00000103260	METRN	chr16:764915-769855
ENSG00000103266	STUB1	chr16:730024-733070
ENSG00000103335	PIEZO1	chr16:88781551-88851819
ENSG00000103342	GSPT1	chr16:11961785-12010139
ENSG00000103351	CLUAP1	chr16:3550724-3589248
ENSG00000103415	HMOX2	chr16:4524491-4560548
ENSG00000103423	DNAJA3	chr16:4475606-4506976
ENSG00000103479	RBL2	chr16:53467689-53525761
ENSG00000103544	C16orf62	chr16:19566362-19718315
ENSG00000103642	LACTB	chr15:63413799-63434460
ENSG00000103657	HERC1	chr15:63900617-64126341
ENSG00000103740	ACSBG1	chr15:78459610-78538230
ENSG00000103811	CTSH	chr15:79213200-79242116
ENSG00000103852	TTC23	chr15:99676328-99791628
ENSG00000103888	KIAA1199	chr15:81071484-81244317
ENSG00000103942	HOMER2	chr15:83509638-83654861
ENSG00000103978	TMEM87A	chr15:42502530-42566061
ENSG00000103994	ZNF106	chr15:42704821-42783521
ENSG00000104064	GABPB1	chr15:50569189-50647805
ENSG00000104067	TJP1	chr15:29991371-30261268
ENSG00000104093	DMXL2	chr15:51739708-51915230
ENSG00000104131	EIF3J	chr15:44829055-44855427
ENSG00000104133	SPG11	chr15:44854694-44956076
ENSG00000104177	MYEF2	chr15:48431425-48470914
ENSG00000104205	SGK3	chr8:67624453-67774457
ENSG00000104218	CSPP1	chr8:67974461-68108698
ENSG00000104219	ZDHHC2	chr8:17013338-17082508
ENSG00000104237	RP1	chr8:55528427-55543594
ENSG00000104320	NBN	chr8:90945364-91015656
ENSG00000104321	TRPA1	chr8:72931952-72988052
ENSG00000104325	DECR1	chr8:91013433-91064520
ENSG00000104327	CALB1	chr8:91070636-91107903
ENSG00000104331	IMPAD1	chr8:57870292-57906603
ENSG00000104332	SFRP1	chr8:41119281-41167216
ENSG00000104341	LAPTM4B	chr8:98787085-98865441
ENSG00000104368	PLAT	chr8:42032036-42065442
ENSG00000104388	RAB2A	chr8:61429216-61536386
ENSG00000104408	EIF3E	chr8:109213245-109447762
ENSG00000104412	EMC2	chr8:109455630-109499345
ENSG00000104419	NDRG1	chr8:134249214-134314465
ENSG00000104432	IL7	chr8:79587778-79717958
ENSG00000104517	UBR5	chr8:103265040-103425269
ENSG00000104518	GSDMD	chr8:144635177-144645432
ENSG00000104524	PYCRL	chr8:144685883-144692143
ENSG00000104529	EEF1D	chr8:144661667-144681911
ENSG00000104714	ERICH1	chr8:564546-688306
ENSG00000104763	ASAH1	chr8:17913734-17942694
ENSG00000104805	NUCB1	chr19:49403107-49426829
ENSG00000104812	GYS1	chr19:49471182-49496767
ENSG00000104824	HNRNPL	chr19:39326828-39343187
ENSG00000104852	SNRNP70	chr19:49588476-49612062
ENSG00000104853	CLPTM1	chr19:45457642-45496799
ENSG00000104870	FCGRT	chr19:50009873-50029790
ENSG00000104880	ARHGEF18	chr19:7459799-7537563
ENSG00000104885	DOT1L	chr19:2163948-2232777
ENSG00000104894	CD37	chr19:49838228-49846792
ENSG00000104904	OAZ1	chr19:2269285-2273687
ENSG00000104936	DMPK	chr19:46272775-46286010
ENSG00000104960	PTOV1	chr19:50353792-50364201
ENSG00000105058	FAM32A	chr19:16295991-16303057
ENSG00000105085	MED26	chr19:16685518-16740073
ENSG00000105127	AKAP8	chr19:15463996-15490809
ENSG00000105135	ILVBL	chr19:15225595-15236796
ENSG00000105137	SYDE1	chr19:15218014-15225999
ENSG00000105176	URI1	chr19:30414351-30506811
ENSG00000105281	SLC1A5	chr19:47277940-47292051
ENSG00000105298	CACTIN	chr19:3610439-3627013
ENSG00000105323	HNRNPUL1	chr19:41768201-41813703
ENSG00000105325	FZR1	chr19:3506071-3538528
ENSG00000105339	DENND3	chr8:142127177-142206107
ENSG00000105341	ATP5SL	chr19:41937023-41946822
ENSG00000105372	RPS19	chr19:42363788-42377194
ENSG00000105373	GLTSCR2	chr19:48248579-48260515
ENSG00000105392	CRX	chr19:48322503-48346787
ENSG00000105401	CDC37	chr19:10501610-10530997
ENSG00000105426	PTPRS	chr19:5158306-5341014
ENSG00000105483	CARD8	chr19:48683827-48759403
ENSG00000105516	DBP	chr19:49133087-49140895
ENSG00000105519	CAPS	chr19:5911518-5916088
ENSG00000105559	PLEKHA4	chr19:49340154-49372089
ENSG00000105583	WDR83OS	chr19:12778685-12782370
ENSG00000105640	RPL18A	chr19:17970485-17975162
ENSG00000105641	SLC5A5	chr19:17982582-18006183
ENSG00000105655	ISYNA1	chr19:18544998-18549311
ENSG00000105698	USF2	chr19:35759681-35770924
ENSG00000105699	LSR	chr19:35739033-35759067
ENSG00000105701	FKBP8	chr19:18642361-18655087
ENSG00000105723	GSK3A	chr19:42734138-42746977
ENSG00000105778	AVL9	chr7:32534838-33078716
ENSG00000105819	PMPCB	chr7:102937669-102970158
ENSG00000105821	DNAJC2	chr7:102952721-102985520
ENSG00000105835	NAMPT	chr7:105888531-105926972
ENSG00000105855	ITGB8	chr7:20370125-20455577
ENSG00000105856	HBP1	chr7:106809206-106843174
ENSG00000105887	MTPN	chr7:135611309-135662301
ENSG00000105894	PTN	chr7:136911888-137028811
ENSG00000105926	MPP6	chr7:24612687-24734012
ENSG00000105928	DFNA5	chr7:24737772-24809444
ENSG00000105968	H2AFV	chr7:44866190-44887882
ENSG00000105976	MET	chr7:116312244-116438640
ENSG00000105982	RNF32	chr7:156432775-156470024
ENSG00000105993	DNAJB6	chr7:157127875-157210333
ENSG00000106009	BRAT1	chr7:2577311-2595561
ENSG00000106028	SSBP1	chr7:141437921-141487922
ENSG00000106034	CPED1	chr7:120628531-120937698
ENSG00000106052	TAX1BP1	chr7:27778750-27884383
ENSG00000106069	CHN2	chr7:29161690-29554144
ENSG00000106080	FKBP14	chr7:30050003-30066500
ENSG00000106244	PDAP1	chr7:98989471-99006652
ENSG00000106246	PTCD1	chr7:99014162-99063987
ENSG00000106258	CYP3A5	chr7:99245617-99277821
ENSG00000106261	ZKSCAN1	chr7:99613004-99639512
ENSG00000106263	EIF3B	chr7:2393521-2420580
ENSG00000106268	NUDT1	chr7:2281657-2290981
ENSG00000106299	WASL	chr7:123321789-123389321
ENSG00000106333	PCOLCE	chr7:100199600-100205998
ENSG00000106336	FBXO24	chr7:100181405-100198940
ENSG00000106341	PPP1R17	chr7:31726129-31748269
ENSG00000106443	PHF14	chr7:11013299-11209450
ENSG00000106479	ZNF862	chr7:149535256-149564768
ENSG00000106483	SFRP4	chr7:37945343-38065497
ENSG00000106538	RARRES2	chr7:150035208-150038963
ENSG00000106546	AHR	chr7:17338046-17385976
ENSG00000106588	PSMA2	chr7:42956260-42972022
ENSG00000106603	COA1	chr7:43647855-43769516
ENSG00000106615	RHEB	chr7:151162898-151217406
ENSG00000106624	AEBP1	chr7:44143760-44154361
ENSG00000106682	EIF4H	chr7:73588375-73611631
ENSG00000106723	SPIN1	chr9:91003134-91093809
ENSG00000106771	TMEM245	chr9:111777232-111882425
ENSG00000106772	PRUNE2	chr9:79226092-79521203
ENSG00000106780	MEGF9	chr9:123362891-123476948
ENSG00000106785	TRIM14	chr9:100831357-100881694
ENSG00000106799	TGFBR1	chr9:101866120-101916674
ENSG00000106809	OGN	chr9:95146049-95167178
ENSG00000106819	ASPN	chr9:95218287-95244988
ENSG00000106823	ECM2	chr9:95256165-95299137
ENSG00000106991	ENG	chr9:130577091-130617235
ENSG00000106993	CDC37L1	chr9:4679359-4708598
ENSG00000107036	KIAA1432	chr9:5628825-5776757
ENSG00000107104	KANK1	chr9:470091-746305
ENSG00000107164	FUBP3	chr9:133454152-133513939
ENSG00000107165	TYRP1	chr9:12685239-12710490
ENSG00000107186	MPDZ	chr9:13105503-13279789
ENSG00000107201	DDX58	chr9:32455100-32526522
ENSG00000107223	EDF1	chr9:139756371-139760938
ENSG00000107262	BAG1	chr9:33247618-33264961
ENSG00000107290	SETX	chr9:135136543-135230572
ENSG00000107341	UBE2R2	chr9:33817365-33920602
ENSG00000107371	EXOSC3	chr9:37766775-37801634
ENSG00000107372	ZFAND5	chr9:74966141-74980363
ENSG00000107443	CCNJ	chr10:97802951-97820827
ENSG00000107551	RASSF4	chr10:45454655-45491539
ENSG00000107566	ERLIN1	chr10:101909651-101948291
ENSG00000107581	EIF3A	chr10:120794156-120840516
ENSG00000107643	MAPK8	chr10:49514498-49647603
ENSG00000107736	CDH23	chr10:73156491-73575902
ENSG00000107738	C10orf54	chr10:73507116-73533455
ENSG00000107779	BMPR1A	chr10:88516207-88692795
ENSG00000107796	ACTA2	chr10:90694631-90751347
ENSG00000107829	FBXW4	chr10:103370223-103455252
ENSG00000107863	ARHGAP21	chr10:24872338-25012797
ENSG00000107872	FBXL15	chr10:104178746-104183093
ENSG00000107897	ACBD5	chr10:27483946-27531259
ENSG00000107902	LHPP	chr10:126150203-126306657
ENSG00000107949	BCCIP	chr10:127511915-127542464
ENSG00000107951	MTPAP	chr10:30598530-30663577
ENSG00000107954	NEURL1	chr10:105253536-105352509
ENSG00000107957	SH3PXD2A	chr10:105348085-105615501
ENSG00000108001	EBF3	chr10:131633347-131762305
ENSG00000108021	FAM208B	chr10:5726601-5805903
ENSG00000108055	SMC3	chr10:112327249-112364594
ENSG00000108107	RPL28	chr19:55896513-55914812
ENSG00000108187	PBLD	chr10:70042217-70093006
ENSG00000108219	TSPAN14	chr10:82213722-82293079
ENSG00000108256	NUFIP2	chr17:27582654-27621336
ENSG00000108270	AATF	chr17:35305975-35414371
ENSG00000108278	ZNHIT3	chr17:34842273-34855354
ENSG00000108292	MLLT6	chr17:36861595-36886256
ENSG00000108298	RPL19	chr17:37356336-37361180
